base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,will_convert_purchase
78.787,1.001,497.679,0.11,12,1.159,0
59.726,1.139,369.804,0.153,7,1.019,0
40.128,1.152,467.961,0.048,49,1.156,1
10.0,1.096,270.097,0.195,14,0.873,0
79.364,0.926,330.711,0.155,34,1.129,1
24.156,1.091,645.867,0.094,44,1.169,1
20.319,1.229,630.918,0.248,33,0.93,0
60.339,0.961,554.451,0.245,24,1.004,0
81.596,1.365,241.838,0.195,19,0.87,0
65.764,0.971,446.239,0.0,22,1.33,0
53.459,1.055,316.25,0.246,22,0.976,0
53.921,0.949,676.48,0.184,45,0.816,1
57.801,1.083,412.442,0.281,10,0.857,0
56.384,0.789,337.138,0.219,49,1.025,1
49.218,0.968,504.469,0.246,36,1.151,0
46.563,0.886,403.977,0.19,51,0.733,1
44.061,1.07,722.562,0.228,25,1.37,0
33.691,1.199,389.778,0.28,40,1.062,0
40.79,1.147,290.116,0.137,55,1.093,0
19.606,0.694,177.063,0.0,30,0.981,0
43.525,1.356,495.382,0.095,15,1.004,0
30.171,1.094,415.71,0.151,31,0.97,0
28.446,0.934,285.664,0.126,10,1.204,0
47.698,1.074,678.384,0.02,13,0.998,0
65.88,1.076,600.087,0.0,49,1.153,1
58.775,0.95,495.767,0.061,47,0.913,1
21.442,1.08,704.649,0.185,20,1.039,0
30.156,0.959,599.38,0.246,52,0.839,1
59.112,0.989,376.572,0.193,27,1.243,0
30.263,0.947,344.117,0.205,51,0.833,1
41.631,0.835,622.697,0.114,24,0.935,1
53.251,1.072,559.455,0.0,47,0.937,1
30.475,1.138,525.462,0.084,37,0.929,1
46.581,1.127,373.025,0.099,31,1.144,0
24.99,1.173,591.192,0.08,23,0.937,0
35.979,1.099,386.675,0.124,58,1.279,0
49.797,0.97,484.702,0.155,9,0.836,1
21.105,1.176,717.042,0.188,14,1.034,0
51.607,0.846,400.875,0.098,38,0.845,1
44.705,0.915,264.052,0.0,26,1.084,1
53.287,0.905,342.118,0.081,34,0.997,1
48.359,1.212,649.145,0.123,29,0.969,1
65.462,1.191,538.21,0.218,34,1.238,0
46.878,1.123,480.668,0.075,34,0.869,1
38.559,1.211,423.636,0.161,34,1.117,0
46.834,0.918,572.804,0.143,28,0.846,1
53.149,1.102,372.634,0.124,13,1.023,0
45.733,1.031,545.85,0.194,48,0.761,1
45.609,1.177,390.312,0.067,20,0.867,1
34.47,1.033,365.351,0.074,41,0.984,0
35.056,0.992,404.377,0.119,7,1.363,0
23.961,1.131,443.689,0.069,18,1.02,0
71.244,1.181,492.676,0.161,13,1.331,0
26.342,0.95,535.318,0.063,56,1.044,1
34.606,1.041,50.0,0.138,37,0.923,0
34.224,0.891,378.852,0.112,50,1.308,0
58.424,0.675,441.265,0.137,13,1.087,0
40.576,1.08,725.759,0.083,44,0.871,1
63.716,1.141,338.0,0.093,25,1.094,1
34.898,1.089,524.419,0.128,57,0.941,1
49.185,0.758,724.255,0.136,36,0.602,1
32.47,0.997,303.055,0.12,50,1.187,1
77.177,0.717,559.096,0.256,19,1.219,0
27.186,1.255,379.659,0.041,12,1.368,0
49.647,0.887,424.305,0.115,20,1.084,0
54.507,1.238,379.533,0.0,46,0.95,1
51.207,1.192,390.221,0.15,10,1.167,0
42.221,0.915,908.287,0.031,28,1.17,1
43.053,0.88,626.668,0.098,5,1.328,0
45.657,1.103,665.261,0.09,54,0.991,1
42.795,0.923,573.799,0.142,26,0.967,1
59.458,1.065,259.061,0.076,5,0.857,0
78.158,0.978,559.244,0.072,40,1.107,1
36.638,0.783,660.939,0.235,4,0.69,0
24.453,0.715,371.99,0.143,37,1.155,0
43.676,1.084,644.799,0.075,19,1.118,0
83.696,0.966,605.65,0.1,11,1.117,1
32.945,0.967,777.806,0.252,38,1.028,1
69.587,1.154,437.333,0.101,24,1.307,0
70.166,1.226,335.358,0.065,33,1.174,0
36.696,1.009,445.756,0.065,57,0.879,1
53.535,0.999,715.336,0.076,36,0.882,1
69.426,1.125,225.739,0.072,26,0.824,1
39.313,0.846,189.744,0.018,11,1.11,0
41.946,1.083,513.409,0.03,48,0.8,1
36.275,1.133,433.612,0.054,60,1.217,1
29.779,1.152,501.159,0.167,45,1.265,0
35.261,0.759,641.797,0.09,4,0.824,1
26.641,0.936,417.115,0.103,23,0.963,0
45.511,0.918,219.049,0.222,36,1.003,0
33.45,1.065,806.672,0.224,29,1.177,0
48.507,1.122,350.416,0.097,39,1.322,0
21.662,1.275,341.144,0.07,9,0.663,0
49.963,0.976,665.558,0.051,24,0.936,1
57.503,0.975,442.327,0.175,6,0.947,0
15.094,1.222,490.492,0.104,16,0.72,0
50.611,1.094,572.419,0.089,36,0.903,1
63.415,1.24,662.537,0.055,25,1.086,0
26.855,1.093,449.981,0.058,46,0.944,1
70.089,0.876,727.993,0.146,44,0.691,1
51.285,0.85,179.63,0.015,27,1.575,0
34.425,0.817,613.968,0.2,3,1.053,0
44.163,1.149,374.071,0.077,53,1.022,1
53.375,1.228,705.841,0.108,57,0.78,1
46.14,1.327,521.307,0.013,50,1.052,1
53.081,1.176,399.064,0.119,17,0.967,0
31.19,1.224,599.426,0.094,34,0.622,1
47.54,0.963,633.978,0.116,16,0.786,1
23.794,0.877,596.284,0.238,43,1.159,0
43.332,1.178,345.546,0.134,23,1.389,0
31.441,1.113,427.397,0.056,57,1.073,1
33.967,1.066,499.389,0.063,49,1.221,1
63.541,1.108,493.811,0.168,60,0.969,1
61.37,1.098,612.462,0.224,9,0.983,0
54.137,1.243,197.765,0.143,38,1.218,0
28.615,1.244,550.149,0.175,23,1.333,0
40.254,1.132,456.503,0.169,52,1.26,0
63.196,1.177,374.225,0.234,42,0.787,1
47.126,1.127,388.627,0.0,14,0.987,0
79.79,0.981,467.819,0.173,17,1.056,0
50.9,1.163,50.0,0.199,17,0.948,0
47.881,0.841,394.807,0.013,19,1.078,0
40.363,1.208,368.628,0.049,36,1.164,0
47.003,0.871,579.917,0.052,46,1.201,1
42.713,1.093,379.171,0.062,37,1.337,0
55.622,0.923,467.733,0.081,41,0.934,1
59.351,1.133,731.341,0.139,40,0.727,1
33.21,1.045,649.153,0.189,16,1.072,0
25.032,0.811,635.341,0.207,57,1.377,1
17.457,1.113,425.019,0.053,7,0.905,0
52.62,0.963,581.455,0.052,32,1.137,1
28.45,1.182,464.915,0.225,6,1.139,0
12.707,1.05,470.586,0.172,17,1.038,0
50.829,1.109,561.453,0.127,41,1.001,0
82.395,0.906,410.451,0.158,37,0.815,1
44.909,0.962,723.95,0.118,47,0.544,1
57.577,0.981,475.98,0.162,12,0.778,0
46.227,1.179,592.754,0.093,57,0.922,1
43.517,1.302,718.34,0.142,4,1.219,0
58.786,0.929,654.748,0.0,46,0.979,1
40.646,1.212,288.662,0.065,26,0.896,1
49.011,0.725,566.734,0.066,30,0.822,1
49.825,0.871,627.608,0.09,24,1.131,0
34.979,0.906,633.779,0.046,46,1.272,1
59.881,0.847,333.006,0.077,34,1.213,0
42.376,0.812,401.445,0.0,33,1.121,1
33.664,1.112,649.184,0.164,21,0.705,1
53.048,1.018,385.736,0.113,53,0.93,1
31.523,1.107,455.046,0.0,23,1.389,0
45.423,1.154,736.381,0.053,5,1.224,0
44.863,1.09,492.83,0.147,8,0.692,0
61.288,1.149,390.984,0.077,34,0.989,0
52.12,1.04,368.357,0.064,4,1.073,0
44.625,0.872,549.908,0.114,26,0.848,1
57.266,1.209,300.028,0.147,47,0.538,1
65.853,0.962,462.9,0.005,29,1.02,1
53.367,0.91,549.985,0.164,11,0.842,1
45.155,1.023,694.872,0.056,15,0.843,1
25.322,0.913,600.132,0.119,57,0.929,1
29.023,0.987,392.89,0.117,16,0.973,0
40.422,1.102,676.763,0.078,53,0.998,1
35.857,1.102,455.073,0.038,13,0.823,1
42.195,0.915,314.645,0.097,16,0.956,0
45.85,0.977,474.194,0.25,18,0.649,0
52.945,1.211,715.725,0.011,12,1.062,1
43.943,1.124,524.786,0.255,22,0.5,1
52.298,1.361,501.878,0.099,18,0.942,0
45.967,1.227,745.582,0.123,60,1.184,1
15.368,1.222,285.297,0.033,36,0.788,1
30.91,0.842,307.16,0.058,59,1.143,1
42.839,1.165,257.623,0.08,18,1.231,0
26.855,1.042,555.897,0.036,16,0.5,1
53.999,0.967,524.974,0.103,55,0.97,1
67.961,1.075,731.41,0.087,30,0.5,1
63.281,1.192,536.521,0.268,20,0.976,0
41.798,1.125,439.376,0.027,28,0.999,1
67.361,0.918,500.269,0.128,40,0.503,1
47.23,1.161,517.656,0.14,9,1.385,0
39.944,0.954,249.236,0.034,47,1.057,1
35.799,1.083,906.55,0.175,36,0.83,1
40.463,1.004,577.981,0.088,49,1.293,1
39.177,1.017,531.501,0.0,51,0.641,1
47.556,1.165,592.275,0.173,47,0.754,1
47.409,0.894,606.412,0.031,9,0.54,1
45.046,1.342,478.917,0.036,35,1.36,0
51.554,0.777,405.314,0.175,37,1.066,0
62.86,0.96,589.918,0.092,54,1.132,1
59.243,1.106,557.857,0.193,52,1.06,1
22.727,1.138,378.516,0.217,41,1.115,0
10.0,1.035,712.855,0.068,23,1.016,0
59.015,1.041,544.003,0.183,51,1.054,1
24.497,1.112,609.473,0.06,30,1.022,0
41.629,1.015,708.788,0.299,34,0.878,0
27.448,1.259,503.283,0.065,46,0.991,1
17.97,1.176,547.543,0.202,18,1.055,0
53.122,1.181,621.504,0.188,58,1.022,1
56.387,0.905,391.271,0.145,12,0.704,1
36.352,1.038,508.108,0.066,25,0.731,0
10.0,1.005,518.832,0.108,50,1.217,0
36.806,0.899,356.591,0.0,54,0.939,1
50.877,1.104,847.646,0.138,52,1.117,1
22.816,0.969,288.906,0.148,17,0.782,1
47.75,1.148,305.284,0.131,57,0.705,1
44.77,0.889,697.134,0.0,45,0.831,1
53.689,1.308,606.99,0.019,52,0.955,1
46.794,0.916,346.105,0.06,8,0.867,1
30.404,1.083,591.093,0.143,35,1.259,0
62.949,1.169,720.178,0.143,57,1.036,1
42.622,0.964,495.461,0.106,41,1.37,0
44.59,1.178,889.823,0.171,14,1.081,0
31.001,0.866,241.391,0.038,54,0.517,1
38.351,1.268,604.074,0.169,38,1.211,0
31.728,1.052,674.979,0.158,33,0.698,1
42.406,0.961,633.702,0.15,12,1.046,0
70.676,1.005,469.347,0.105,55,0.845,1
24.421,1.171,456.434,0.266,36,1.429,0
20.797,0.962,566.622,0.159,43,1.288,0
67.068,0.938,622.363,0.043,12,0.852,1
41.86,1.017,590.371,0.14,54,0.975,1
34.964,0.873,656.009,0.18,13,1.049,0
60.599,1.323,347.17,0.073,59,1.173,1
35.916,0.965,465.834,0.207,16,1.006,1
72.39,1.175,358.998,0.151,5,0.795,0
55.169,1.081,442.083,0.0,59,0.856,1
37.681,0.902,652.283,0.144,35,0.999,0
77.36,1.049,516.198,0.088,9,1.247,0
35.914,1.168,891.029,0.163,6,1.086,0
56.131,1.022,529.011,0.196,41,0.845,1
49.489,1.229,508.954,0.136,50,1.13,0
64.526,1.203,515.927,0.253,12,0.923,1
68.423,1.188,404.329,0.106,17,1.178,0
45.48,0.981,491.325,0.17,18,1.505,0
33.699,0.888,669.168,0.184,40,0.928,1
51.9,0.958,517.096,0.112,6,1.16,0
34.834,1.079,380.981,0.182,6,0.851,0
75.201,1.132,361.237,0.072,58,0.978,1
47.048,0.724,432.47,0.086,57,1.006,1
39.52,1.049,511.08,0.015,38,0.961,1
47.77,1.074,679.038,0.139,29,1.493,0
24.793,1.008,298.927,0.146,24,0.939,0
30.426,1.244,452.026,0.214,24,1.117,0
63.006,1.113,521.647,0.183,19,0.614,1
35.147,1.247,224.944,0.097,47,1.086,0
29.296,1.018,374.96,0.026,36,1.228,0
53.05,1.191,398.017,0.155,34,0.894,1
62.786,1.295,380.604,0.209,54,0.5,1
55.784,1.247,528.783,0.18,8,0.992,0
59.941,0.886,475.916,0.207,56,1.003,1
33.648,1.012,416.707,0.103,35,1.145,0
23.673,0.998,564.194,0.083,10,1.402,0
67.52,1.123,758.461,0.061,52,0.924,1
40.16,1.153,745.888,0.116,55,0.829,1
41.238,0.924,211.584,0.114,38,0.767,0
64.923,1.06,586.561,0.137,7,1.04,0
53.343,0.747,473.297,0.11,7,1.096,0
51.838,1.266,523.273,0.109,49,0.891,1
77.475,0.973,440.258,0.058,12,1.156,0
35.347,1.058,517.638,0.195,42,1.093,0
58.918,1.004,522.711,0.126,60,1.009,1
45.855,1.222,413.157,0.106,9,0.82,0
49.029,0.624,365.545,0.06,14,0.904,1
67.927,1.048,432.696,0.013,32,0.514,1
52.618,1.034,535.139,0.225,27,1.047,0
53.074,0.982,589.849,0.164,30,1.005,0
61.088,1.309,628.002,0.0,45,1.038,1
39.526,0.917,425.871,0.181,15,1.101,0
32.412,1.166,542.577,0.194,49,1.077,0
29.328,1.103,644.375,0.13,51,0.978,1
15.505,1.239,674.839,0.248,24,1.01,0
75.843,0.95,491.175,0.137,56,0.719,1
28.452,0.94,466.86,0.007,20,0.883,1
41.681,1.214,528.669,0.149,29,1.01,1
40.848,1.114,327.544,0.14,10,0.853,0
49.611,0.818,470.959,0.072,8,1.172,0
57.236,0.969,611.688,0.166,13,0.868,1
57.907,1.108,596.292,0.0,31,1.043,1
36.254,1.176,459.46,0.199,60,1.023,1
42.493,0.948,532.658,0.05,43,1.149,1
49.239,0.613,376.302,0.041,60,1.18,1
41.27,1.128,605.524,0.111,7,1.139,0
69.11,0.867,488.327,0.155,9,0.579,1
52.365,0.747,458.607,0.133,24,1.239,0
56.023,0.625,445.741,0.061,49,1.305,1
54.943,1.172,490.566,0.08,55,0.904,1
62.602,1.069,432.818,0.029,56,1.047,1
47.715,1.016,598.721,0.102,6,0.822,0
25.548,1.258,440.707,0.206,34,0.61,1
50.995,1.146,738.945,0.12,21,0.852,1
35.23,1.292,719.782,0.189,47,0.892,1
37.071,0.841,366.268,0.236,35,0.929,0
53.795,1.045,510.456,0.073,3,0.808,1
63.574,0.807,402.402,0.105,56,0.853,1
45.319,1.016,451.003,0.294,48,0.998,0
49.632,1.013,800.364,0.236,43,0.846,1
70.533,1.144,453.864,0.0,58,1.109,1
48.611,1.057,554.034,0.151,46,1.136,1
84.025,1.144,581.198,0.12,52,1.476,0
53.483,1.156,349.906,0.186,43,1.225,0
18.589,1.373,371.736,0.06,10,1.049,0
56.3,1.003,319.097,0.053,34,0.876,1
50.717,0.909,367.104,0.066,32,1.059,1
64.346,1.087,72.495,0.074,48,1.065,1
55.098,0.93,581.687,0.185,30,0.897,1
42.923,1.272,808.129,0.026,43,1.157,1
26.636,1.008,522.173,0.07,54,0.72,1
41.865,0.965,287.56,0.0,34,0.951,1
32.242,0.979,403.584,0.201,27,1.111,0
36.292,1.158,431.168,0.222,36,0.942,0
53.829,1.026,347.362,0.094,35,0.959,1
70.049,0.954,629.027,0.096,15,0.972,1
50.92,1.3,621.539,0.156,27,0.833,0
27.062,0.922,326.682,0.238,44,1.235,0
51.669,1.055,608.762,0.153,42,0.796,1
62.949,1.148,729.022,0.064,41,1.064,1
35.853,0.805,785.384,0.0,58,1.083,1
42.99,1.122,929.782,0.031,46,0.81,1
45.22,0.892,364.701,0.126,51,1.015,1
33.227,1.173,923.633,0.068,59,0.818,1
54.724,0.906,446.869,0.136,46,1.278,0
43.186,1.154,411.13,0.076,50,0.772,1
51.293,1.216,549.061,0.035,12,0.869,0
31.688,1.179,412.691,0.026,59,0.755,1
38.438,1.088,559.857,0.245,33,0.728,1
55.836,1.015,301.988,0.191,46,1.318,0
39.408,0.964,464.187,0.258,13,1.109,0
70.904,1.271,692.837,0.163,27,1.028,0
39.005,0.945,491.441,0.086,48,0.869,1
48.37,0.894,521.239,0.226,56,1.182,0
58.989,1.15,571.289,0.117,54,0.835,1
23.725,0.931,675.599,0.138,47,1.159,1
18.588,0.907,251.716,0.117,36,0.825,1
22.115,0.833,587.679,0.0,22,0.871,1
63.939,0.978,459.779,0.248,9,1.152,0
36.722,1.038,524.996,0.159,35,1.173,1
83.373,1.086,658.993,0.146,59,1.119,1
36.536,1.193,320.872,0.115,37,0.79,0
47.768,1.129,348.103,0.133,31,0.911,0
68.132,1.021,209.686,0.072,54,1.031,1
75.091,1.02,417.626,0.169,14,0.83,1
75.923,1.127,699.565,0.015,7,1.274,0
63.125,1.241,481.912,0.135,14,0.52,1
60.361,1.069,298.981,0.165,31,0.844,0
53.888,0.98,427.148,0.104,37,0.898,1
56.675,0.901,276.821,0.15,22,0.5,1
36.732,0.833,331.222,0.041,39,0.721,1
32.727,1.15,558.323,0.043,3,1.125,0
44.949,1.137,323.919,0.139,18,1.006,0
42.447,1.137,666.895,0.174,32,1.315,0
38.202,1.031,489.332,0.0,11,1.309,0
55.446,1.261,512.839,0.162,44,1.087,0
59.33,0.977,458.244,0.077,12,1.063,0
46.326,1.193,615.927,0.105,15,1.013,0
67.163,1.044,617.474,0.013,50,0.5,1
27.875,0.959,550.258,0.052,22,0.721,1
42.095,1.139,584.718,0.197,31,1.02,0
34.248,1.111,468.187,0.123,59,1.123,1
17.002,1.104,581.33,0.089,6,1.058,0
43.76,1.062,449.318,0.111,48,0.822,1
43.174,1.044,500.335,0.159,51,1.187,1
67.702,1.408,458.803,0.155,30,1.296,0
54.462,1.228,431.417,0.114,39,1.188,0
29.637,1.158,396.633,0.207,15,1.198,0
72.811,1.067,570.154,0.198,59,0.888,1
63.316,1.201,696.591,0.153,5,1.215,0
53.731,1.128,675.665,0.124,39,1.029,0
41.603,1.054,311.515,0.173,50,1.102,0
30.608,1.004,693.38,0.145,21,1.073,0
39.417,1.038,452.276,0.205,30,0.976,0
61.331,0.6,590.11,0.192,21,0.828,1
73.269,1.082,364.068,0.039,19,0.984,0
68.149,0.977,521.297,0.033,20,1.197,1
37.667,1.289,547.058,0.064,20,0.912,0
28.206,1.053,277.309,0.198,59,1.179,0
47.113,0.872,591.24,0.0,25,1.147,1
18.473,1.043,701.89,0.152,42,0.94,1
49.848,0.893,473.803,0.149,52,1.278,1
42.786,1.121,704.025,0.213,11,0.929,0
38.009,1.094,471.546,0.134,31,1.302,0
21.079,1.194,627.438,0.013,53,1.087,1
52.704,0.931,167.215,0.043,44,0.997,1
37.009,1.055,862.817,0.025,31,0.822,1
27.451,0.845,724.319,0.077,4,0.982,1
10.0,1.155,457.306,0.105,19,0.959,0
44.587,1.128,204.187,0.027,59,0.748,1
71.584,1.124,543.204,0.238,58,0.956,0
69.919,1.05,283.411,0.014,47,0.839,1
38.144,1.112,566.728,0.228,33,1.117,0
35.967,1.291,561.735,0.215,30,1.261,0
52.032,1.007,358.79,0.192,45,0.755,1
30.024,1.071,668.145,0.064,50,1.342,0
49.527,0.887,620.836,0.147,54,0.974,1
56.491,0.92,646.374,0.018,41,0.805,1
63.404,1.065,501.329,0.193,32,1.152,0
43.498,1.216,287.671,0.114,37,0.911,0
41.945,1.012,646.681,0.087,50,0.984,1
31.83,1.015,459.444,0.022,53,0.919,1
32.597,0.989,291.533,0.0,22,0.837,0
41.603,0.97,702.806,0.037,18,1.145,1
50.51,1.094,814.911,0.209,36,0.943,0
58.704,0.825,493.813,0.088,16,0.713,1
32.952,1.242,823.868,0.106,28,1.11,1
67.39,0.95,513.697,0.172,22,0.759,1
40.933,1.158,442.932,0.264,44,0.769,0
44.679,0.86,405.431,0.226,53,1.239,0
33.792,1.15,745.562,0.042,26,0.761,1
10.0,1.151,382.978,0.0,45,0.537,1
58.261,1.108,610.29,0.309,20,1.125,0
56.053,0.901,416.125,0.302,45,0.939,0
40.78,1.087,430.954,0.135,11,0.956,0
46.005,0.873,654.537,0.018,21,0.937,1
52.739,1.012,442.994,0.197,22,1.046,0
21.562,1.204,439.281,0.111,44,0.849,1
37.064,1.17,669.921,0.111,32,1.295,0
56.914,1.052,739.61,0.192,28,0.705,1
26.186,0.904,596.703,0.147,33,1.089,0
49.403,1.147,401.785,0.025,37,1.128,1
24.651,1.053,423.409,0.094,5,0.848,0
51.996,0.702,511.987,0.173,58,0.795,1
44.465,1.167,548.14,0.161,42,1.203,1
20.773,1.046,351.82,0.141,31,0.802,1
62.471,1.23,608.456,0.195,8,0.879,0
33.981,0.886,512.827,0.091,54,1.177,1
32.846,0.6,242.644,0.134,3,1.007,0
48.009,1.092,360.661,0.0,54,0.641,1
62.23,1.094,424.381,0.084,26,1.349,0
29.763,0.796,489.071,0.181,40,0.894,1
45.925,0.903,783.392,0.089,36,0.919,1
51.432,1.463,535.726,0.083,53,1.051,0
55.397,1.004,373.884,0.037,9,1.125,0
47.647,1.16,533.095,0.2,13,1.392,0
39.495,0.952,447.187,0.164,13,0.668,0
32.586,0.736,548.714,0.186,38,1.165,0
46.292,1.024,587.085,0.0,22,1.149,1
28.918,1.01,681.385,0.107,18,0.973,1
10.0,0.99,496.357,0.098,7,1.157,0
51.548,1.033,745.844,0.098,26,1.187,1
58.559,1.09,636.203,0.071,32,0.724,1
10.0,1.027,393.884,0.092,32,1.35,0
29.854,0.86,831.478,0.188,41,0.688,1
54.287,1.123,549.049,0.0,59,0.773,1
75.862,0.758,374.731,0.262,50,0.948,1
45.312,0.742,747.937,0.159,49,1.385,0
34.08,1.161,811.667,0.117,39,0.938,1
42.257,1.126,495.046,0.193,35,0.994,0
65.623,1.041,424.452,0.004,22,1.286,0
35.311,0.841,474.144,0.067,56,0.94,1
33.012,0.944,607.21,0.11,24,0.764,1
37.759,1.011,691.678,0.229,43,0.917,1
30.7,0.811,585.573,0.116,60,1.274,1
46.84,0.939,515.258,0.156,23,1.014,0
69.37,1.148,724.702,0.073,39,1.386,1
49.846,1.264,453.075,0.159,56,1.148,1
41.215,0.987,654.638,0.254,29,0.871,1
40.623,1.163,456.791,0.2,40,1.01,0
21.552,0.763,564.653,0.113,37,0.829,1
58.247,1.149,482.966,0.174,40,0.866,1
43.832,0.929,491.622,0.166,42,1.8,0
42.293,1.096,443.392,0.161,8,1.204,0
92.897,1.013,701.728,0.209,34,1.172,1
49.481,1.248,390.061,0.208,18,0.875,0
33.723,0.919,388.965,0.11,30,1.314,0
38.605,1.144,818.149,0.171,18,1.22,0
62.227,1.008,646.677,0.089,29,1.376,0
46.699,1.026,142.233,0.046,55,1.367,0
23.426,1.022,415.211,0.098,5,0.704,0
58.788,0.923,228.202,0.114,51,0.778,1
34.978,1.048,357.396,0.0,23,0.799,1
73.099,1.041,50.0,0.189,40,0.811,0
61.201,1.086,479.452,0.0,40,1.065,1
38.29,1.063,328.709,0.337,32,0.887,0
64.215,1.17,508.986,0.24,24,1.415,0
46.018,1.189,256.232,0.099,21,1.381,0
57.792,0.892,512.437,0.121,33,0.999,1
52.271,1.18,437.763,0.144,22,1.391,0
32.305,0.872,725.293,0.073,49,1.298,1
35.347,1.138,711.704,0.135,21,0.91,1
60.449,1.143,617.802,0.108,4,0.598,0
39.978,0.763,451.008,0.112,42,0.956,1
38.945,1.064,797.807,0.135,41,0.871,1
30.673,0.98,267.045,0.015,29,1.041,1
51.354,0.936,289.466,0.123,10,1.018,0
75.938,1.253,487.433,0.133,47,1.013,1
28.987,0.952,838.106,0.13,56,1.105,1
45.363,0.929,469.649,0.103,29,0.757,1
66.183,1.061,472.513,0.211,17,1.082,0
43.805,1.153,283.713,0.092,14,0.912,0
51.786,1.029,641.889,0.138,49,1.04,1
29.064,1.225,642.976,0.224,16,1.191,0
51.425,1.13,618.361,0.114,9,0.755,1
42.193,0.723,405.617,0.137,19,0.944,0
59.786,0.971,393.994,0.112,28,0.976,0
62.811,0.966,306.032,0.219,39,0.897,1
83.843,1.122,512.581,0.099,22,1.18,0
53.694,0.656,337.939,0.223,12,0.856,0
49.887,1.432,323.388,0.112,21,0.889,0
47.916,1.13,436.446,0.051,20,0.858,1
39.703,1.072,426.627,0.174,32,1.218,0
50.077,1.227,419.303,0.096,32,0.902,0
40.569,1.402,569.967,0.17,27,1.092,0
47.527,1.181,511.857,0.0,26,1.395,0
64.764,1.192,456.777,0.12,12,0.985,0
29.902,1.07,527.452,0.083,4,1.222,0
62.098,1.029,351.271,0.035,40,1.334,0
64.757,0.979,515.792,0.076,34,1.205,1
43.229,0.926,522.59,0.074,37,0.997,1
13.172,0.947,274.543,0.116,53,1.128,1
35.883,0.847,649.354,0.011,39,0.743,1
64.455,1.039,367.785,0.145,9,0.844,0
44.657,0.797,513.546,0.229,9,0.879,0
30.01,1.079,674.662,0.142,29,1.448,0
37.428,1.045,638.852,0.185,12,0.837,0
57.609,1.072,505.15,0.208,35,0.835,1
53.201,0.972,445.625,0.219,45,0.791,1
41.416,1.512,642.127,0.27,57,1.112,0
39.498,1.254,601.204,0.08,9,1.029,0
39.124,0.863,407.245,0.063,8,1.217,0
31.164,1.085,380.766,0.183,8,1.134,0
69.231,0.959,189.147,0.177,15,0.724,0
40.165,0.898,523.105,0.182,50,0.839,1
63.257,0.849,487.595,0.271,15,1.273,0
67.82,1.115,670.429,0.121,4,0.959,0
59.975,0.948,553.858,0.154,21,1.238,0
38.526,1.195,700.134,0.042,53,0.97,1
51.056,1.199,395.395,0.291,21,0.806,0
44.637,1.256,670.723,0.093,52,0.939,1
31.444,0.922,420.663,0.095,59,0.806,1
49.865,1.121,616.639,0.092,40,0.887,1
27.314,1.145,281.186,0.068,4,1.04,0
62.815,0.979,535.27,0.062,53,1.102,1
38.031,0.934,202.297,0.078,28,0.682,0
48.017,1.291,459.929,0.011,8,0.997,0
49.249,1.084,566.053,0.057,22,0.883,0
41.116,1.145,421.855,0.276,25,0.87,0
53.8,0.927,342.434,0.179,56,1.027,0
37.876,0.867,626.918,0.194,17,0.89,0
58.069,0.965,484.481,0.214,8,1.276,0
24.81,1.031,426.564,0.267,30,1.238,0
46.896,0.89,506.284,0.0,37,1.236,1
74.084,1.049,895.5,0.022,13,0.901,1
29.995,0.797,673.025,0.056,10,0.808,1
34.834,0.882,674.386,0.082,59,1.016,1
52.709,1.151,565.332,0.096,56,0.97,1
47.694,1.141,524.973,0.084,52,0.878,1
50.259,0.991,140.588,0.138,51,0.765,1
52.338,0.897,398.153,0.123,53,0.992,0
54.521,0.896,427.914,0.062,53,0.919,1
61.645,0.994,218.766,0.0,26,1.138,0
51.147,1.147,326.388,0.041,23,1.133,0
41.381,1.189,202.875,0.076,51,1.22,0
55.089,0.976,494.251,0.1,38,0.748,1
73.498,0.877,622.815,0.03,9,1.08,1
43.01,1.09,666.016,0.081,7,0.855,1
30.382,0.926,562.218,0.03,60,0.756,1
61.606,0.972,355.491,0.11,31,0.914,1
43.194,1.249,210.19,0.034,18,1.214,0
12.41,1.174,236.47,0.052,8,0.926,0
57.711,1.074,309.653,0.015,16,1.313,0
36.97,0.859,366.671,0.108,60,1.11,1
43.642,1.082,476.038,0.051,54,0.921,1
49.98,1.209,347.875,0.193,4,1.232,0
47.857,0.994,550.846,0.152,27,1.089,0
55.642,1.253,465.159,0.114,33,0.813,1
38.468,1.244,501.582,0.056,52,1.372,0
52.697,1.3,671.038,0.15,52,1.052,1
41.107,1.096,322.965,0.175,15,1.004,0
56.082,1.138,562.806,0.131,20,0.829,0
54.231,1.262,497.904,0.248,19,1.236,0
30.968,1.117,449.977,0.157,47,1.103,0
61.29,0.975,632.788,0.193,30,1.126,0
36.961,0.983,631.852,0.131,14,0.898,0
57.121,1.086,358.026,0.174,37,1.167,0
50.509,0.856,472.676,0.056,24,1.182,0
72.573,1.029,542.182,0.083,41,0.866,1
41.648,1.214,459.049,0.148,3,0.717,0
39.76,0.721,587.753,0.147,39,1.116,0
44.709,1.28,542.179,0.161,23,0.685,1
40.452,1.218,774.884,0.208,3,1.03,0
56.999,0.981,270.458,0.006,6,0.911,0
20.755,1.132,481.635,0.042,34,1.244,0
29.195,1.05,363.725,0.138,60,0.921,1
